id,keyword
10025,Kerala Kalamandalam
10026,Gandhigram Rural Institute
10027,aku patna
10028,akkamahadevi university
10029,national institute of nutrition
10030,kle university
10031,Auro University
10032,apeejay stya university
10033,neotia university
10034,rgukt basar
10035,gangadhar meher university
10036,Sri Krishnadevaraya University
10037,Sant Longowal Institute of Engineering and Technology
10038,sai nath university
10039,dav university jalandhar
10040,gitam hyderabad
10041,mandsaur university
10042,iitram
10043,starex university
10044,iiit naya raipur
10045,rkgit
10046,Arka Jain University
10047,mpuat
10048,himgiri zee university
10049,Arunachal University of Studies
10050,cgc jhanjeri
10051,bit durg
10052,anna university distance education
10053,JUET
10054,baddi university
10055,Central University Thiruvarur
10056,jims vasant kunj
10057,Pusa Institute of Technology
10058,dkte
10059,chimes aviation academy
10060,Dev Bhoomi Group of Institutions
10061,niper raebareli
10062,vesit
10063,mahindra ecole centrale
10064,bpit
10065,jgec
10066,bharathidasan university distance education
10067,icfai university dehradun
10068,gokhale institute of politics and economics
10069,kmc mangalore
10070,symbiosis centre for distance learning
10071,gdc Kathua
10072,sangai international university
10073,gec thrissur
10074,kle technological university
10075,atria institute of technology
10076,Pacific University
10077,Lingayas University
10078,RNS Institute of Technology
10079,bajkul milani mahavidyalaya
10080,calorx teachers university
10081,gsfc university
10082,jss university
10083,mnlu mumbai
10084,ihm chennai
10085,MLR Institute of Technology
10086,ihm bhopal
10087,atmiya university
10088,iims pune
10089,Teerthankar Mahavir University
10090,skit jaipur
10091,sdau
10092,ymca delhi
10093,jmi codl
10094,utu dehradun
10095,lpude
10096,nielit calicut
10097,NMIMS Navi Mumbai
10098,sibm Nagpur
10099,pearl academy mumbai
10100,igntu amarkantak
10101,teri university
10102,iiit trichy
10103,jaipuria institute of management Noida
10104,nit tadepalligudem
10105,itm navi mumbai
10106,iimc delhi
10107,ibs gurgaon
10108,XIC
10109,lbsim
10110,jain university kochi
10111,nirma university law
10112,apex university
10113,jd birla institute
10114,Vijaybhoomi University
10115,madhav university
10116,mg university kottayam
10117,iter bhubaneswar
10118,iibs bangalore
10119,medicaps university
10120,national dairy research institute
10121,symbiosis hyderabad
10122,kims bangalore
10123,Symbiosis Institute of Technology
10124,iist trivandrum
10125,Indore Institute of Law
10126,Vydehi Institute of Medical Sciences and Research Centre
10127,Navsari Agricultural University
10128,kerala law academy
10129,iacs kolkata
10130,mmyvv
10131,patliputra university patna
10132,North Orissa University
10133,rgukt nuzvid
10134,mahatma jyoti rao phoole university
10136,Maharishi Markandeshwar University
10137,sri ramachandra university
10138,iift kolkata
10139,apj abdul kalam university indore
10140,itm university raipur
10141,motherhood university
10142,iihr bangalore
10143,svit vasad
10144,Baba MastNath University
10145,Shri Mata Vaishno Devi University
10146,nuals
10147,bcrec
10148,bit raipur
10149,defence institute of advanced technology
10150,bhabha university
10151,jk lakshmipat university
10152,srinivas university
10153,cet bhubaneswar
10154,vgec
10155,Shri Venkateshwara University
10156,srm university kattankulathur
10157,mahatma phule krishi vidyapeeth
10158,odisha state open university
10159,jamia hamdard university
10160,army institute of law
10161,sims pune
10162,nia pune
10163,imi bhubaneswar
10164,SRFTI
10165,ihm hyderabad
10166,RGMCET
10167,ihm hajipur
10168,jims kalkaji
10169,bejoy narayan mahavidyalaya
10170,isme bangalore
10171,sms varanasi
10172,dr mgr educational and research institute
10173,nmims indore
10174,assam womens university
10175,iimt greater noida
10176,symbiosis institute of design
10177,pesce mandya
10178,RCC Institute of Information Technology
10179,amrita university bangalore
10180,HGU
10181,usict
10182,niper hajipur
10183,Atal Bihari Vajpayee Hindi Vishwavidyalaya
10184,Sidho Kanho Birsha University
10185,tecnia institute of advanced studies
10186,euro tech maritime academy
10187,mit alandi
10188,maharishi university
10189,st joseph university dimapur
10190,shri guru ram rai university
10191,dsu
10192,sjmsom
10193,bjmc pune
10194,sir m visvesvaraya institute of technology
10195,acropolis institute of technology and research
10196,pp savani university
10197,mdniy
10198,CIP Ranchi
10199,GMC Ratlam
10200,MGM University
10201,times pro
10202,SAM Global University
10203,srms bareilly
10204,rajiv gandhi national university of law
10205,himt chennai
10206,netaji subhas university
10207,iihmr jaipur
10208,ibs Bangalore
10209,ibs pune
10210,ihm jaipur
10211,vogue institute of fashion technology
10212,radha govind university
10213,pearl academy bangalore
10214,nitttr bhopal
10215,Dravidian University
10216,manav rachna international university
10217,adesh university
10218,psg itech
10219,tifr mumbai
10220,mmu mullana
10221,bengaluru central university
10222,bmcc pune
10223,sumandeep vidyapeeth
10224,uas raichur
10225,lnipe gwalior
10226,shri ramswaroop memorial university
10227,amity university ranchi
10228,cipet chennai
10229,diat pune
10230,srm sonepat
10231,ncu
10232,kuvempu university distance education
10233,indira gandhi krishi vishwavidyalaya
10234,Neville Wadia
10235,indira gandhi institute of medical sciences
10236,nirrh
10237,nifft ranchi
10238,nitte university
10239,vit amaravati
10240,GIET University
10241,dharmsinh desai university
10242,Datta Meghe Institute of Medical Sciences
10243,iict hyderabad
10244,swami vivekanand university sagar
10245,nist berhampur
10246,Jharkhand Rai University
10247,shridhar university
10461,uid ahmedabad
10248,Sampurnanand Sanskrit University
10249,Dev Sanskriti Vishwavidyalaya
10250,shivaji university distance education
10251,niper kolkata
10252,kanpur institute of technology
10253,Homi Bhabha National Institute
10254,Tamralipta Mahavidyalaya
10255,seacom skills university
10256,nitttr kolkata
10257,fddi noida
10258,Rishihood University
10259,UIT Burdwan
10260,Periyar Maniammai University
10261,Anant National University
10262,dms iit delhi
10263,dr shakuntala misra national rehabilitation university
10264,Vivekananda Mission Mahavidyalaya
10265,Jai Prakash University
10266,Keshav Memorial Institute of Technology
10267,mit aurangabad
10268,bharati vidyapeeth university
10269,vemana institute of technology
10270,its ghaziabad
10271,sri padmavati mahila visvavidyalayam
10272,cims bilaspur
10273,indira gandhi delhi technical university for women
10274,kashi institute of technology
10275,bengal institute of technology
10276,nluo
10277,symbiosis bangalore
10278,ihm bhubaneswar
10279,Vidya Jyothi Institute of Technology
10280,brau
10281,kadi sarva vishwavidyalaya
10282,Technocrats Institute of Technology
10283,nift kannur
10284,nsit patna
10285,raiganj surendranath mahavidyalaya
10286,gandhi institute for technology
10287,sri venkateswara veterinary university
10288,west bengal university of animal and fishery sciences
10289,sardar patel university balaghat
10290,uiet kanpur
10291,senate of serampore
10292,Ramaiah Institute of Management
10293,Nilamber Pitamber University
10294,cmr technical campus
10295,University of Technology jaipur
10296,Sambhram Institute of Technology
10297,gopal narayan singh university
10298,sggs nanded
10299,rit kottayam
10300,Potti Sreeramulu Telugu University
10301,bbdnitm Lucknow
10302,Mahaveer Institute of Science and Technology
10303,iimc hyderabad
10304,svpuat
10305,pondicherry university distance education
10306,gour mohan sachin mandal mahavidyalaya
10307,mayo institute of medical sciences
10308,himsr
10309,kvafsu
10310,pibm
10311,riim pune
10312,Avantika University
10313,dr cv raman university
10314,ihm gwalior
10315,Jayoti Vidyapeeth Womens University
10316,vidyasagar university distance education
10317,Vignans Institute of Information Technology
10318,mansarovar global university
10319,IES University Bhopal
10320,tmimt
10321,pune institute of computer technology
10322,nccs pune
10323,St Francis Institute of Technology
10324,Ramrao Adik Institute of Technology
10325,om sterling global university
10326,gmc shahdol
10327,Thakur polytechnic
10328,great lakes gurgaon
10329,IIIT Raichur
10330,sankalchand patel university
10331,sls hyderabad
10332,don bosco institute of technology Mumbai
10333,nid bangalore
10334,nift gandhinagar
10335,nift kangra
10336,sandip university nashik
10337,pearl academy jaipur
10338,isb mohali
10339,sant baba bhag singh university
10340,swami rama himalayan university
10341,Kalinga Institute of Medical Sciences
10342,International Maritime Institute
10343,MNLU Aurangabad
10344,psg institute of management
10345,national law university jodhpur
10346,nift jodhpur
10347,Vel Tech Multi Tech
10348,mnlu nagpur
10349,ihm kovalam
10350,fms bhu
10351,itm universe vadodara
10352,ms ramaiah university of applied sciences
10353,mds university
10354,vel tech university
10355,rkdf university bhopal
10356,neftu
10357,nerim
10358,saha institute of nuclear physics
10359,iper bhopal
10360,eflu hyderabad
10361,Jodhpur National University
10362,Baba Ghulam Shah Badshah University
10363,birsa agricultural university
10364,ramakrishna mission vidyamandira
10365,cimap lucknow
10366,sirt bhopal
10367,Bhagat Phool Singh Mahila Vishwavidyalaya
10368,skmu dumka
10369,nims hyderabad
10370,srm university sikkim
10371,ims indore
10372,central university of andhra pradesh
10373,icfai university jaipur
10374,uhs bagalkot
10375,rahara ramakrishna mission
10376,iihm delhi
10377,Panimalar Institute of Technology
10378,muzaffarpur institute of technology
10379,Acharya Institute of Graduate Studies
10380,ISME Mumbai
10381,nio goa
10382,jawaharlal nehru architecture and fine arts university
10383,Central University of Orissa
10384,spav
10385,manet pune
10386,gitam vizag
10387,Guru Ghasidas Vishwavidyalaya
10388,assam science and technology university
10389,iifm bhopal
10390,iiit manipur
10391,nift patna
10392,kannur university distance education
10393,jawaharlal nehru krishi vishwa vidyalaya
10394,ipgmer Kolkata
10395,siliguri institute of technology
10396,ifmr chennai
10397,siib pune
10398,vinayaka mission sikkim university
10399,ihm dehradun
10400,shyampur siddheswari mahavidyalaya
10401,abhilashi university
10402,gec modasa
10403,budge budge institute of technology
10404,maharaja agrasen institute of management studies
10405,sreyas institute of engineering and technology
10406,Martin Luther Christian University
10407,east west institute of technology
10408,bahra university
10409,University of Agricultural Sciences Dharwad
10410,accurate institute of management and technology
10411,bhai parmanand institute of business studies
10412,nmam institute of technology
10413,Vishnu Institute of Technology
10414,Assam DownTown University
10415,vasantrao naik marathwada krishi vidyapeeth
10416,chandra shekhar azad university of agriculture and technology
10417,vishwa vishwani institute of systems and management
10418,gec goa
10419,ihm meerut
10420,gec gandhinagar
10421,eye foundation coimbatore
10422,himalayan institute of medical sciences
10423,dr ambedkar global law institute
10424,koppal institute of medical sciences
10425,gokul global university
10426,Greater Noida Institute of Technology
10427,rkdf university ranchi
10428,periyar university distance education
10429,rabindra bharati university distance education
10430,adichunchanagiri institute of medical sciences
10431,uiit shimla
10432,GKCIET
10433,Sri Sai University
10434,mit institute of design
10435,ihm aurangabad
10436,vgsom
10437,manonmaniam sundaranar university distance education
10438,acropolis indore
10439,ihm guwahati
10440,jaipuria institute of management lucknow
10441,MCKV Institute of Engineering
10442,vsi pune
10443,ism patna
10444,Rajalakshmi Institute of Technology
10445,srm ghaziabad
10446,Rajadhani Institute of Engineering and Technology
10447,imt faridabad
10448,inifd pune
10449,Culinary Academy of India
10450,LLA
10451,rit roorkee
10452,gcrjy
10453,IMS Dehradun
10454,Swami Vivekananda University Kolkata
10455,Amity University online
10456,welingkar bangalore
10457,Army Institute of Management Kolkata
10458,ts chanakya
10459,simc pune
10460,Sree Sankaracharya University of Sanskrit
10462,ct university ludhiana
10463,cdac noida
10464,anurag group of institutions
10465,amrita university coimbatore
10466,rajendra institute of medical sciences
10467,pdkv akola
10468,rgniyd
10469,lanka mahavidyalaya
10470,Polytechnic Lucknow
10471,crrit
10472,karnatak university
10473,Cluster Innovation Centre
10474,IIIEM
10475,sbihm
10476,iihm pune
10477,IITTM Gwalior
10478,iips mumbai
10479,iase university
10480,national law institute university
10481,iirs dehradun
10482,Sri Shakthi Institute of Engineering and Technology
10483,guru nanak institute of hotel management
10484,iihm bangalore
10485,nmims distance learning
10486,Sikkim Manipal Institute of Technology
10487,Sri Ramakrishna Institute of Technology
10488,mvn university
10489,Eternal University
10490,iimt university meerut
10491,Ramco Institute of Technology
10492,cipet lucknow
10493,srm university ramapuram
10494,aaft noida
10495,svu dde
10496,inifd indore
10497,ihm gurdaspur
10498,Pandit Sundarlal Sharma Open University
10499,ivri bareilly
10500,mit moradabad
10501,National Institute of Homeopathy
10502,jaipuria institute of management jaipur
10503,hidayatullah national law university
10504,gmr institute of technology
10505,nicmar hyderabad
10506,nift bhubaneswar
10507,bangalore institute of legal studies
10508,Anand Institute of Higher Technology
10509,SJB Institute of Technology
10510,tulas institute
10511,mk bhavnagar university
10512,Delhi Metropolitan Education
10513,lnmu distance education
10514,national sports university
10515,miet jammu
10516,iihmr delhi
10517,BLDE University
10518,rtm nagpur university
10519,career point university kota
10520,shri vaishnav vidyapeeth vishwavidyalaya
10521,Rani Lakshmi Bai Central Agricultural University
10522,jb knowledge park
10523,mahadevananda mahavidyalaya
10524,iior
10525,Jyothy Institute of Technology
10526,LJ Institute of Engineering and Technology
10527,Sarala Birla University
10528,maulana azad institute of dental sciences
10529,AISECT University Hazaribagh
10530,JVBI
10531,lnmi patna
10532,Dr Sarvepalli Radhakrishnan Rajasthan Ayurved University
10533,aj institute of medical sciences
10534,shri krishna university
10535,NSB Academy
10536,gcet jammu
10537,jbit dehradun
10538,Dayananda Sagar Academy of Technology and Management
10539,Sir Gurudas Mahavidyalaya
10540,sugarcane breeding institute
10541,ctae udaipur
10542,Swami Vivekananda Institute of Science and Technology
10543,IMED Pune
10544,Amala Institute of Medical Sciences
10545,ari delhi
10546,mangalore university distance education
10547,preethi hospital madurai
10548,SXCCE
10549,AP Goyal Shimla University
10550,pimr indore
10551,IGMPI
10552,ihbt palampur
10553,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya
10554,ts rahaman
10555,vims pawapuri
10556,Silicon Institute of Technology Bhubaneswar
10557,naba ballygunge mahavidyalaya
10558,iitm murthal
10559,gl bajaj institute of technology and management
10560,Centurion University bhubaneswar
10561,ycce nagpur
10562,hmr institute of technology and management
10563,jntu vizianagaram
10564,khalisani mahavidyalaya
10565,global institute of technology jaipur
10566,andhra loyola institute of engineering and technology
10567,Saroj Institute of Technology and Management
10568,birbhum mahavidyalaya
10569,mugberia gangadhar mahavidyalaya
10570,Guru Nanak Institute of Pharmaceutical Science and Technology
10571,navyug kanya mahavidyalaya
10572,jammu university distance education
10573,ihm faridabad
10574,JNTU Kalikiri
10575,MEASI Academy of Architecture
10576,meera bai institute of technology
10577,kpr institute of engineering and technology
10578,Sai Vidya Institute of Technology
10579,Xavier Institute of Engineering
10580,KLS Gogte Institute of Technology
10581,Kodagu Institute of Medical Sciences
10582,mediciti institute of medical sciences
10583,panchakot mahavidyalaya
10584,Nanaji Deshmukh Veterinary Science University
10585,sriram institute of marine studies
10586,ceeri pilani
10587,cmrit bangalore
10588,jspm narhe
10589,smude
10590,National Institute of Siddha
10591,DUCAT Noida
10592,adani institute of infrastructure management
10593,kiot
10594,IIIT Agartala
10595,IILM Lodhi Road
10596,don bosco institute of technology Bangalore
10597,pearl academy delhi
10598,SDA Bocconi Asia Center
10599,SCMC
10600,iilm greater noida
10601,doms iit madras
10602,nift shillong
10603,loyola institute of technology
10604,kalinga institute of social sciences
10605,nitttr chennai
10606,dr ram manohar lohia institute of medical sciences
10607,MGUMST
10608,geetanjali university
10609,dream institute of technology
10610,indira institute of management pune
10611,dfs delhi
10612,mgm institute of health sciences
10613,niec
10614,BS Abdur Rahman University
10615,klay
10616,institute of public enterprise
10617,bit jaipur
10618,shri govindram seksaria institute of technology and science
10619,iiim jaipur
10620,Uttarakhand Sanskrit University
10621,Jeppiaar Institute of Technology
10622,Sharnbasva university
10623,Venkateshwara Open University
10624,mit ujjain
10625,sv university tirupati
10626,GBPIT
10627,siom nashik
10628,iirm hyderabad
10629,vnr vignana jyothi
10630,bhagwant university ajmer
10631,nift bhopal
10632,national institute of epidemiology
10633,BIBS Kolkata
10634,ITM Vocational University
10635,chettinad academy of research and education
10636,tamil nadu nurses and midwives council
10637,mits ujjain
10638,nbair
10639,Sangam University
10640,Sanghvi Institute of Management and Science
10641,rnb global university
10642,pondicherry institute of medical sciences
10643,bangalore university distance education
10644,iihmr bangalore
10645,iifa multimedia
10646,vit jaipur
10647,Babaria Institute of Technology
10648,Kannada University
10649,amity university greater noida
10650,thdc ihet
10651,iipr kanpur
10652,Dronacharya Group of Institutions
10653,Indore Institute of Science and Technology
10654,jmit
10655,iips indore
10656,Agharkar Research Institute
10657,malayalam university
10658,imu kolkata
10659,Coimbatore Institute of Engineering and Technology
10660,The LNM Institute of Information Technology
10661,COER roorkee
10662,cnlu patna
10663,dr balasaheb sawant konkan krishi vidyapeeth
10664,swarnim gujarat sports university
10665,peoples university
10666,iibm institute of business management
10667,mrinalini datta mahavidyapith
10668,bit deoghar
10669,gimt guwahati
10670,Bikaner Technical University
10671,shyam university
10672,sgrduhs
10673,jodhpur agriculture university
10674,jntu sultanpur
10675,kidwai memorial institute of oncology
10676,cdfd hyderabad
10677,vims bellary
10678,samrat ashok technological institute
10679,Feroze Gandhi Institute of Engineering and Technology
10680,uiet mdu
10681,vpkbiet
10682,hassan institute of medical sciences
10683,Echelon Institute of Technology
10684,godavari institute of engineering and technology
10685,madhav institute of technology and science
10686,macet
10687,kakatiya university distance education
10688,kamla nehru institute of technology
10689,vemu institute of technology
10690,Career Point University Hamirpur
10691,kerala veterinary and animal sciences university
10692,ambedkar institute of technology delhi
10693,netaji subhas mahavidyalaya
10694,heritage institute of medical sciences
10695,Thanthai Periyar Government Institute of Technology
10696,gadag institute of medical sciences
10697,uttar pradesh university of medical sciences
10698,ihm chandigarh
10699,cbit hyderabad
10700,ibmr gurgaon
10701,lucknow institute of technology
10702,kamineni institute of medical sciences
10703,shimoga institute of medical sciences
10704,isms pune
10705,Gulzar Group of Institutes
10706,manbhum mahavidyalaya
10707,calcutta institute of technology
10708,camellia institute of technology
10709,gandhinagar institute of technology
10710,iba bangalore
10711,vallabhbhai patel chest institute
10712,The Heritage Academy
10713,gacc indore
10714,rec kannauj
10715,ahmedabad institute of technology
10716,dr ngp institute of technology
10717,shadan institute of medical sciences
10718,aniims
10719,svce bangalore
10720,rec sonbhadra
10721,Bapuji Institute of Engineering and Technology
10722,nift srinagar
10723,shri rawatpura sarkar university
10724,shibpur dinobundhoo institution
10725,goel institute of technology & management lucknow
10726,iiad delhi
10727,saims Indore
10728,t john institute of technology
10729,cmr institute of technology hyderabad
10730,csmu
10731,dhanamanjuri university
10732,shree guru gobind singh tricentenary university
10733,ANGRAU Guntur
10734,iibm mumbai
10735,lv prasad eye institute Hyderabad
10736,cipet Ahmedabad
10737,nujs kolkata
10738,The Design Village
10739,Velammal Institute of Technology
10740,prist university thanjavur
10741,PERI Institute of Technology
10742,Cambridge Institute of Technology bangalore
10743,Rai University Ahmedabad
10744,inmantec
10745,soil gurgaon
10746,Kalaignar Karunanidhi Institute of Technology
10747,nift raebareli
10748,bps khanpur
10749,AMA Ahmedabad
10750,vsu nellore
10751,iism mumbai
10752,ims kolkata
10753,United Group of Institutions
10754,global institute amritsar
10755,eiilm kolkata
10756,ihm shillong
10757,XIME Kochi
10758,Siva Sivani Institute of Management
10759,Carver Aviation
10760,adichunchanagiri university
10761,rajiv gandhi national aviation university
10762,niam jaipur
10763,Manakula Vinayagar Institute of Technology
10764,krupanidhi group of institutions
10765,icfai university raipur
10766,renaissance university
10767,ncbs bangalore
10768,citd hyderabad
10769,Tufanganj Mahavidyalaya
10770,sri siddhartha institute of technology
10771,iitm delhi
10772,tamilnadu sports university
10773,Rai Technology University
10774,iec university baddi
10775,cipet hajipur
10776,scet surat
10777,central institute of fisheries education
10778,mru
10779,BUAT
10780,riet jaipur
10781,niift mohali
10782,sree sastha institute of engineering and technology
10783,jntu manthani
10784,iiss bhopal
10785,swami vivekananda institute of technology
10786,NIILM University
10787,MGU Meghalaya
10788,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya
10789,trident academy of technology
10790,maulana azad university jodhpur
10791,bit noida
10792,Karpagam Institute of Technology
10793,ils bhubaneswar
10794,Sri Guru Granth Sahib World University
10795,MHU
10796,BIMM Pune
10797,karnataka institute of medical sciences
10798,jnec aurangabad
10799,bn mandal university
10800,Vasireddy Venkatadri Institute of Technology
10801,pesitm shimoga
10802,isomes
10803,gita bbsr
10804,Kameshwar Singh Darbhanga Sanskrit University
10805,aiipmr
10806,bankura zilla saradamani mahila mahavidyapith
10807,mandya institute of medical sciences
10808,aitam tekkali
10809,daviet Jalandhar
10810,bjmc ahmedabad
10811,Gujarat Maritime University
10812,iae bhopal
10813,jharkhand raksha shakti university
10814,g narayanamma institute of technology and science
10815,swami keshwanand rajasthan agricultural university
10816,anna university tirunelveli
10817,rec ambedkar nagar
10818,ncipm
10819,bihar institute of law
10820,scient institute of technology
10821,kits guntur
10822,jis university kolkata
10823,dspsr
10824,Bipin Tripathi Kumaon Institute of Technology
10825,RDIAS
10826,ima chennai
10827,Indian Institute of Rice Research
10828,bidar institute of medical sciences
10829,uiet kurukshetra
10830,maharishi arvind university Jaipur
10831,Raghu Institute of Technology
10832,gmc chandrapur
10833,Karwar Institute of Medical Sciences
10834,gmc gondia
10835,ims ranchi
10836,vanavarayar institute of agriculture
10837,cusrow wadia institute of technology
10838,gates institute of technology
10839,csir cecri
10840,itm gorakhpur
10841,chimanbhai patel institute
10842,amc met
10843,Sigma Institute of Engineering
10844,Siem Siliguri
10845,International Institute of Information Technology pune
10846,Vidyalankar Polytechnic
10847,kcc institute of technology and management
10848,gobinda prasad mahavidyalaya
10849,national heart institute delhi
10850,buddha institute of technology gaya
10851,nrti vadodara
10852,MITCON Institute of Management
10853,dr bhupendra nath dutta smriti mahavidyalaya
10854,arya institute of engineering and technology
10855,gurukula kangri vishwavidyalaya Haridwar
10856,All India Institute of Hygiene and Public Health
10857,St Peters University
10858,ilead kolkata
10859,NIMT Greater Noida
10860,NIEM
10861,IBS Kolkata
10862,nsnis Patiala
10863,SSLA
10864,Toc H Institute of Science and Technology
10865,scit pune
10866,thakur institute of management studies and research
10867,ibs dehradun
10868,Indian Statistical Institute Delhi
10869,nid gandhinagar
10870,annamacharya institute of technology and sciences Kadapa
10871,vit university vellore
10872,niem mumbai
10873,hindustan aviation academy
10874,ibmr pune
10875,Central Institute of Psychiatry
10876,ISHM Kolkata
10877,Mumbai Music Institute
10878,inspiria knowledge campus
10879,asci hyderabad
10880,Lala Lajpat Rai Institute of Management
10881,jd institute of fashion technology bangalore
10882,adani institute of infrastructure engineering
10883,institute of genetic engineering
10884,christ academy institute of law
10885,mangalayatan university jabalpur
10886,abv iiitm
10887,centre for cellular and molecular biology
10888,asian institute of technology
10889,makhanlal chaturvedi national university of journalism and communication
10890,sri krishna institute of technology
10891,Pranveer Singh Institute of Technology
10892,svims Tirupati
10893,siksha o anusandhan university
10894,Utkal University of Culture
10895,XIME Chennai
10896,FDDI Hyderabad
10897,op jindal university raigarh
10898,Jansons Institute of Technology
10899,pandit bhagwat dayal sharma university of health sciences
10900,gautam banerjee
10901,gec dahod
10902,nehru gram bharti university
10903,amar jyoti institute of physiotherapy
10904,cbri roorkee
10905,cipet bhopal
10906,vidya knowledge park
10907,regional institute of medical sciences
10908,soft pune
10909,cgpit
10910,kssem
10911,Saroj Mohan Institute of Technology
10912,bharathidasan institute of management
10913,kits ramtek
10914,Mumbai Film Academy
10915,ciphet
10916,nielit aurangabad
10917,bankura unnayani institute of engineering
10918,national museum institute
10919,anna university madurai
10920,mg university distance education
10921,pragyan international university
10922,inifd ahmedabad
10923,driems
10924,assam engineering institute
10925,Thakur Panchanan Mahila Mahavidyalaya
10926,jjt university
10927,vedica scholars
10928,malwanchal university
10929,mahatma gandhi labour institute
10930,iils siliguri
10931,gmc bettiah
10932,scoe
10933,Nava Nalanda Mahavihara
10934,delhi institute of tool engineering
10935,apsit
10936,suvidya institute of technology
10937,maharaja institute of technology
10938,amu distance education
10939,mysore university distance education
10940,nid vijayawada
10941,gims gulbarga
10942,khit
10943,rggec
10944,sri sairam institute of technology
10945,ismr
10946,madhyanchal professional university
10947,yenepoya institute of technology
10948,Chinmaya Vishwavidyapeeth
10949,institute of medical sciences and sum hospital
10950,IHM Ranchi
10951,capital university jharkhand
10952,imnu
10953,pratap university jaipur
10954,chandrakona vidyasagar mahavidyalaya
10955,svcet chittoor
10956,Mewar Institute
10957,vadodara institute of engineering
10958,hvpm amravati
10959,belgaum institute of medical sciences
10960,gharda institute of technology
10961,Dr YSR Horticultural University
10962,muit noida
10963,raichur institute of medical sciences
10964,Shambhunath Institute of Engineering and Technology
10965,united institute of technology allahabad
10966,sree mookambika institute of medical sciences
10967,baba institute of technology and sciences
10968,gdc pulwama
10969,National Institute of Health and Family Welfare
10970,usha mittal institute of technology
10971,annamacharya institute of technology and sciences tirupati
10972,ndiit
10973,acharya institute of health sciences
10974,kipm gorakhpur
10975,pv narasimha rao veterinary university
10976,gahlot institute of pharmacy
10977,MET Bhujbal Knowledge City
10978,Chamarajanagar Institute of Medical Sciences
10979,suddhananda engineering and research centre
10980,karnataka samskrit university
10981,techno global university
10982,gia india
10983,KK Polytechnic
10984,iiit ongole
10985,NLU Sonepat
10986,rguhs Bangalore
10987,singhania university Jhunjhunu
10988,hind institute of medical sciences sitapur
10989,hindusthan institute of technology
10990,spjimr Mumbai
10991,kirloskar institute of advanced management studies
10992,dj academy of design
10993,jss academy of technical education Noida
10994,naemd mumbai
10995,iilm lucknow
10996,Fortune Institute of International Business
10997,inifd mumbai
10998,iihm hyderabad
10999,kredent academy
11000,Damodaram Sanjivayya National Law University
11001,era university lucknow
11002,Apeejay Institute of Design
11003,ihm gandhinagar
11004,Birjhora Mahavidyalaya
11005,sistec
11006,ambedkar institute of advanced communication technologies and research
11007,imdr pune
11008,iiitm kerala
11009,Bareilly International University
11010,inifd chandigarh
11011,tamil nadu fisheries university
11012,Geeta Institute of Law
11013,gec bilaspur
11014,sir padampat singhania university
11015,bit lalpur
11016,FDDI Chennai
11017,ihm rohtak
11018,abacus institute of engineering and management
11019,Albertian Institute of Management
11020,nit shillong
11021,Assam Institute of Management
11022,Indian Culinary Institute
11023,nithm
11024,jmit radaur
11025,icat bangalore
11026,OmDayal Group of Institutions
11027,himalayan university arunachal pradesh
11028,ganga technical campus
11029,ACBR
11030,cedp skill institute
11031,Kanoria PG Mahila Mahavidyalaya
11032,Panihati mahavidyalaya
11033,sihs pune
11034,birla institute of applied sciences
11035,gec valsad
11036,Institute of Engineering and Rural Technology
11037,lcit bilaspur
11038,marri laxman reddy institute of technology and management
11039,nagpur institute of technology
11040,iibm patna
11041,jaipuria institute of management ghaziabad
11042,pcte group of institutes
11043,sjim
11044,st francis institute of management and research
11045,ramakrishna sarada mission vivekananda vidyabhavan
11046,lakulish yoga university
11047,Indira Gandhi National Forest Academy
11048,Pune Institute of Aviation Technology
11049,Pioneer Institute of Professional Studies
11050,vishveshwarya group of institutions
11051,doms iit roorkee
11052,Kalipada Ghosh Tarai Mahavidyalaya
11053,gls institute of design
11054,Sapkal Knowledge Hub
11055,buniadpur mahavidyalaya
11056,chandidas mahavidyalaya
11057,avani institute of design
11058,bbdniit
11059,immt bhubaneswar
11060,dibrugarh university distance education
11061,nio aundh
11062,vitam
11063,Jain Vishva Bharati University
11064,dayananda sagar institutions
11065,Ghatal Rabindra Satabarsiki MahaVidyalaya
11066,cibs
11067,ait chikmagalur
11068,iict bhadohi
11069,Banarsidas Chandiwala Institute of Professional Studies
11070,measi institute of management
11071,meerut institute of technology
11072,sanchi university
11073,ggscw
11074,avn institute of engineering and technology
11075,amrita sai institute of science and technology
11076,mit manipur
11077,jnct bhopal
11078,aghorekamini prakashchandra mahavidyalaya
11079,azad hind fouz smriti mahavidyalaya
11080,dr b lal institute of biotechnology
11081,shri vaishnav institute of management
11082,Doon Institute of Medical Sciences
11083,manipal institute of communication
11084,jayamukhi institute of technological sciences
11085,idyllic institute of management
11086,bihar animal sciences university
11087,jss academy of technical education bangalore
11088,Walchand Institute of Technology
11089,Yagyavalkya Institute of Technology
11090,srusti academy of management
11091,icri mumbai
11092,krvia
11093,SRK Institute of Technology
11199,siu pune
11094,skyline institute of engineering and technology
11095,aiph university
11096,balagarh bijoy krishna mahavidyalaya
11097,rr institute of technology bangalore
11098,DRK Institute of Science and Technology
11099,ssbf pune
11100,Sityog Institute of Technology
11101,sudhiranjan lahiri mahavidyalaya
